Report Number,Report DateTime,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude,Year,Month,Day,Hour,Minute,Location,Zipcode
2020-334311,12/03/2020 12:55:53 AM,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,BALLARD SOUTH,-122.387581875,47.66906823,2020.0,12.0,3.0,0.0,1.0,"Twigg Building, 5514, 24th Avenue Northwest, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-334184,12/02/2020 11:10:42 PM,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,UNKNOWN,-122.375301218,47.50818977,2020.0,12.0,2.0,20.0,24.0,"3411, Southwest 106th Street, Arroyo Heights, Arbor Heights, Seattle, King County, Washington, 98146, United States",98146
2020-334106,12/02/2020 10:59:00 PM,LARCENY-THEFT,Shoplifting,23C,FIRST HILL,-122.324195215,47.60578655,2020.0,12.0,2.0,18.0,5.0,"Harborview Medical Center, 325, 9th Avenue, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98104, United States",98104
2020-334188,12/02/2020 10:36:09 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,JUDKINS PARK/NORTH BEACON HILL,-122.308966576,47.59625854,2020.0,12.0,2.0,20.0,28.0,"700, 18th Avenue South, Little Saigon, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-334170,12/02/2020 09:48:06 PM,LARCENY-THEFT,Shoplifting,23C,SODO,-122.335125901,47.57876967,2020.0,12.0,2.0,20.0,0.0,"The Home Depot, 2701, Utah Avenue South, Seattle, King County, Washington, 98134, United States",98134
2020-334064,12/02/2020 09:25:39 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,LAKEWOOD/SEWARD PARK,-122.273188341,47.55764482,2020.0,12.0,1.0,10.0,0.0,"4918, 48th Avenue South, Columbia, Rainier Valley, Seattle, King County, Washington, 98118, United States",98118
2020-334151,12/02/2020 09:02:32 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,FIRST HILL,-122.326346825,47.60981959,2020.0,12.0,2.0,19.0,30.0,"Baroness Hotel, 1005, Spring Street, Central Business District, First Hill, Seattle, King County, Washington, 98104, United States",98104
2020-333834,12/02/2020 05:40:58 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,RAINIER BEACH,-122.276707466,47.52519118,2020.0,12.0,1.0,15.0,30.0,"8631, Renton Avenue South, Rainier Beach, Seattle, King County, Washington, 98118, United States",98118
2020-334039,12/02/2020 05:27:34 PM,LARCENY-THEFT,Theft From Building,23D,ALASKA JUNCTION,-122.381456464,47.5601804,2020.0,12.0,2.0,14.0,0.0,"Whittaker Apartments, 4755, Fauntleroy Way Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-333969,12/02/2020 05:16:13 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,MADRONA/LESCHI,-122.300510579,47.59927753,2020.0,12.0,2.0,15.0,13.0,"Walgreens, 2400, South Jackson Street, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-333940,12/02/2020 05:12:54 PM,LARCENY-THEFT,All Other Larceny,23H,BALLARD SOUTH,-122.368609282,47.66536717,2020.0,12.0,2.0,14.0,0.0,"5004, 9th Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-334038,12/02/2020 05:11:19 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,FREMONT,-122.347323062,47.6534504,2020.0,12.0,2.0,11.0,30.0,"Aurora Avenue North, Fremont, Seattle, King County, Washington, 98109, United States",98109
2020-333909,12/02/2020 04:45:10 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,CAPITOL HILL,-122.3139102,47.61995898,2020.0,12.0,2.0,13.0,50.0,"Anhalt Arms, 1405, East John Street, Capitol Hill, Seattle, King County, Washington, 98112, United States",98112
2020-333984,12/02/2020 04:26:59 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,WALLINGFORD,-122.34243924,47.65538287,2020.0,12.0,2.0,0.0,0.0,"1310, North 40th Street, Wallingford, Seattle, King County, Washington, 98103, United States",98103
2020-333886,12/02/2020 03:51:31 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,CLAREMONT/RAINIER VISTA,-122.28985119,47.56621716,2020.0,12.0,2.0,13.0,31.0,"4074, Letitia Avenue South, Columbia City, Rainier Vista, Seattle, King County, Washington, 98118, United States",98118
2020-333952,12/02/2020 03:21:38 PM,FRAUD OFFENSES,Identity Theft,26F,MOUNT BAKER,-122.299022274,47.58435803,2020.0,12.0,2.0,0.0,0.0,"2606, South Hill Street, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-333936,12/02/2020 03:04:41 PM,LARCENY-THEFT,Shoplifting,23C,ROOSEVELT/RAVENNA,-122.298411155,47.66332336,2020.0,12.0,2.0,9.0,57.0,"Free People, 2680, Northeast University Village Street, University Village, University District, Seattle, King County, Washington, 98105, United States",98105
2020-333930,12/02/2020 02:43:01 PM,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,-122.330420403,47.62024434,2020.0,12.0,2.0,12.0,0.0,"Alley24, 223, Yale Avenue North, South Lake Union, First Hill, Seattle, King County, Washington, 98109, United States",98109
2020-333918,12/02/2020 02:42:49 PM,FRAUD OFFENSES,Wire Fraud,26E,LAKECITY,-122.278647058,47.71749377,2020.0,12.0,1.0,0.0,0.0,"12306, Riviera Place Northeast, Cedar Park, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-333921,12/02/2020 02:16:45 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,GEORGETOWN,-122.328955387,47.55413678,2020.0,12.0,2.0,14.0,6.0,"416, South Brandon Street, Georgetown, Seattle, King County, Washington, 98108, United States",98108
2020-333898,12/02/2020 02:09:03 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SODO,-122.32905596,47.58085134,2020.0,12.0,2.0,13.0,42.0,"2425, 4th Avenue South, Seattle, King County, Washington, 98134, United States",98134
2020-333726,12/02/2020 01:43:46 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.338450991,47.62262519,2020.0,12.0,2.0,10.0,35.0,"Amazon.com Gatsby, 428, Westlake Avenue North, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-333770,12/02/2020 12:39:37 PM,LARCENY-THEFT,Shoplifting,23C,MOUNT BAKER,-122.289921964,47.56888116,2020.0,12.0,2.0,11.0,34.0,"3833, Rainier Avenue South, Rainier Vista, Seattle, King County, Washington, 98118, United States",98118
2020-333758,12/02/2020 11:31:43 AM,LARCENY-THEFT,Shoplifting,23C,HIGH POINT,-122.361185867,47.53726586,2020.0,12.0,2.0,11.0,16.0,"Arco, Delridge Way Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-333728,12/02/2020 10:43:20 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,ROOSEVELT/RAVENNA,-122.328821426,47.68324695,2020.0,12.0,2.0,10.0,34.0,"2412, North 75th Street, Green Lake, Seattle, King County, Washington, 98103, United States",98103
2020-333679,12/02/2020 10:22:21 AM,LARCENY-THEFT,Shoplifting,23C,BALLARD SOUTH,-122.370494777,47.66365748,2020.0,12.0,2.0,9.0,35.0,"7-Eleven, Northwest Leary Way, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-333632,12/02/2020 10:20:24 AM,ASSAULT OFFENSES,Intimidation,13C,CHINATOWN/INTERNATIONAL DISTRICT,-122.328966299,47.59961646,2020.0,12.0,2.0,8.0,38.0,"T-Mobile, 4th Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-333697,12/02/2020 10:13:15 AM,LARCENY-THEFT,Shoplifting,23C,NEW HOLLY,-122.28234489,47.53704403,2020.0,12.0,2.0,9.0,53.0,"S Othello St & Martin L King Way S, South Othello Street, Holly Park, Seattle, King County, Washington, 98118, United States",98118
2020-333546,12/02/2020 08:48:36 AM,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,-122.340683008,47.61344689,2020.0,12.0,2.0,7.0,4.0,"The Virginian Apartments, 2014, 4th Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-333520,12/02/2020 06:50:46 AM,LARCENY-THEFT,All Other Larceny,23H,SOUTH BEACON HILL,-122.28371479,47.523098,2020.0,12.0,2.0,6.0,25.0,"8838, 39th Avenue South, Seattle, King County, Washington, 98118, United States",98118
2020-333483,12/02/2020 05:09:55 AM,ASSAULT OFFENSES,Intimidation,13C,BRIGHTON/DUNLAP,-122.269986291,47.52852285,2020.0,12.0,2.0,4.0,34.0,"Ethiopian Community in Seattle, 8323, Rainier Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States",98118
2020-333427,12/02/2020 03:06:15 AM,ARSON,Arson,200,PIONEER SQUARE,-122.334825695,47.60004523,2020.0,12.0,2.0,2.0,8.0,"Crown Hotel Building, 97, South Main Street, West Edge, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-333431,12/02/2020 02:47:13 AM,LARCENY-THEFT,All Other Larceny,23H,FIRST HILL,-122.322398658,47.60801798,2020.0,12.0,2.0,0.0,0.0,"Swedish First Hill Medical Center, 747, Broadway, First Hill, Seattle, King County, Washington, 98122, United States",98122
2020-333299,12/01/2020 09:53:43 PM,LARCENY-THEFT,Shoplifting,23C,BALLARD NORTH,-122.376789689,47.68596821,2020.0,12.0,1.0,21.0,6.0,"Biomat USA North Seattle, 7726, 15th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States",98117
2020-333162,12/01/2020 06:32:11 PM,LARCENY-THEFT,Shoplifting,23C,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,1.0,17.0,19.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-333082,12/01/2020 06:19:36 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,LAKECITY,-122.310026007,47.7320974,2020.0,12.0,1.0,16.0,25.0,"Seattle, King County, Washington, 98155, United States",98155
2020-333082,12/01/2020 06:19:36 PM,ASSAULT OFFENSES,Intimidation,13C,LAKECITY,-122.310026007,47.7320974,2020.0,12.0,1.0,16.0,25.0,"Seattle, King County, Washington, 98155, United States",98155
2020-333062,12/01/2020 04:56:36 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,LAKECITY,-122.297922215,47.71837464,2020.0,12.0,1.0,8.0,0.0,"12329, 28th Avenue Northeast, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-332970,12/01/2020 03:55:33 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,PHINNEY RIDGE,-122.354383099,47.6721403,2020.0,12.0,1.0,2.0,40.0,"Woodland Crest, 5901, Phinney Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-926972,12/01/2020 02:22:28 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,EASTLAKE - WEST,-122.325198438,47.64650426,2020.0,12.0,1.0,6.0,50.0,"Eastlake on Lake Union, Eastlake Avenue East, Eastlake, Wallingford, Seattle, King County, Washington, 98102, United States",98102
2020-926970,12/01/2020 02:12:54 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTH DELRIDGE,-122.359799937,47.54834584,2020.0,12.0,1.0,4.0,30.0,"5961, 21st Avenue Southwest, Delridge, Seattle, King County, Washington, 98106, United States",98106
2020-926970,12/01/2020 02:12:54 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTH DELRIDGE,-122.359799937,47.54834584,2020.0,12.0,1.0,4.0,30.0,"5961, 21st Avenue Southwest, Delridge, Seattle, King County, Washington, 98106, United States",98106
2020-926967,12/01/2020 01:42:22 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MAGNOLIA,-122.387416752,47.6475242,2020.0,12.0,1.0,6.0,20.0,"3021, 24th Avenue West, Southeast Magnolia, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-926966,12/01/2020 01:33:44 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CAPITOL HILL,-122.320826482,47.6169873,2020.0,12.0,1.0,3.0,0.0,"Seattle Central College, East Pine Street, First Hill, Seattle, King County, Washington, 98191, United States",98191
2020-926965,12/01/2020 01:33:34 PM,LARCENY-THEFT,All Other Larceny,23H,BALLARD NORTH,-122.367403637,47.70334116,2020.0,12.0,1.0,0.0,40.0,"10063, Dibble Avenue Northwest, Crown Hill, Blue Ridge, Seattle, King County, Washington, 98177, United States",98177
2020-332721,12/01/2020 11:27:51 AM,LARCENY-THEFT,All Other Larceny,23H,SOUTH DELRIDGE,-122.35714289,47.52103135,2020.0,12.0,1.0,8.0,0.0,"1720, Southwest Barton Street, Seattle, King County, Washington, 98106, United States",98106
2020-332654,12/01/2020 09:12:42 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SANDPOINT,-122.271642873,47.673953,2020.0,12.0,1.0,2.0,30.0,"6200, 52nd Avenue Northeast, View Ridge, Seattle, King County, Washington, 98115, United States",98115
2020-332616,12/01/2020 08:04:59 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,QUEEN ANNE,-122.365383738,47.63233014,2020.0,12.0,1.0,7.0,23.0,"621, West Galer Street, Queen Anne, Seattle, King County, Washington, 98119, United States",98119
2020-332527,12/01/2020 06:11:59 AM,LARCENY-THEFT,All Other Larceny,23H,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.360446432,47.53097632,2020.0,12.0,1.0,3.0,56.0,"7928, Delridge Way Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-332538,12/01/2020 04:55:13 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,LAKEWOOD/SEWARD PARK,-122.269892498,47.54517753,2020.0,12.0,1.0,4.0,27.0,"6337, 51st Avenue South, Brighton, Seattle, King County, Washington, 98118, United States",98118
2020-332473,12/01/2020 02:13:29 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,MID BEACON HILL,-122.301982779,47.55180283,2020.0,12.0,1.0,0.0,45.0,"5526, Beacon Avenue South, Rainier Valley, Seattle, King County, Washington, 98108, United States",98108
2020-335930,12/04/2020 06:36:10 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,ALASKA JUNCTION,-122.381620142,47.55292836,2020.0,12.0,4.0,9.0,0.0,"5427, Fauntleroy Way Southwest, Delridge, Seattle, King County, Washington, 98136, United States",98136
2020-335798,12/04/2020 06:35:49 PM,ASSAULT OFFENSES,Aggravated Assault,13A,CAPITOL HILL,-122.316882091,47.61701639,2020.0,12.0,4.0,15.0,39.0,"Towne, 1717, 12th Avenue, Capitol Hill, Seattle, King County, Washington, 98122, United States",98122
2020-335672,12/04/2020 06:31:48 PM,ASSAULT OFFENSES,Simple Assault,13B,NORTH BEACON HILL,-122.297836431,47.57793795,2020.0,12.0,4.0,13.0,26.0,"2825, Rainier Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-335720,12/04/2020 06:30:43 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,MADRONA/LESCHI,-122.302235837,47.6010021,2020.0,12.0,4.0,14.0,27.0,"113, 23rd Avenue South, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-335720,12/04/2020 06:30:43 PM,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,MADRONA/LESCHI,-122.302235837,47.6010021,2020.0,12.0,4.0,14.0,27.0,"113, 23rd Avenue South, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-335748,12/04/2020 05:41:13 PM,ASSAULT OFFENSES,Simple Assault,13B,NORTH BEACON HILL,-122.31764426,47.59153959,2020.0,12.0,4.0,0.0,0.0,"1201, South Judkins Street, International District/Chinatown, Seattle, King County, Washington, 98144, United States",98144
2020-335749,12/04/2020 04:40:56 PM,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,-122.332996526,47.62254475,2020.0,12.0,4.0,14.0,0.0,"417, Minor Avenue North, South Lake Union, Capitol Hill, Seattle, King County, Washington, 98109, United States",98109
2020-335693,12/04/2020 03:19:32 PM,ASSAULT OFFENSES,Aggravated Assault,13A,BELLTOWN,-122.3458631,47.61299081,2020.0,12.0,4.0,13.0,53.0,"2218, 1st Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-335624,12/04/2020 01:27:14 PM,ASSAULT OFFENSES,Simple Assault,13B,DOWNTOWN COMMERCIAL,-122.335455488,47.60551597,2020.0,12.0,4.0,12.0,39.0,"Old Federal Reserve Bank Building, 2nd Avenue, West Edge, First Hill, Seattle, King County, Washington, 98174, United States",98174
2020-335532,12/04/2020 12:52:38 PM,ROBBERY,Robbery,120,GREENWOOD,-122.344689815,47.70468909,2020.0,12.0,4.0,11.0,11.0,"Seattle's Family Dentistry, 10416, Aurora Avenue North, Seattle, King County, Washington, 98133, United States",98133
2020-335489,12/04/2020 12:21:40 PM,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.356575821,47.72505505,2020.0,12.0,4.0,10.0,14.0,"Marquis Condominiums, 132, North 132nd Street, Broadview, Seattle, King County, Washington, 98133, United States",98133
2020-335053,12/04/2020 11:59:33 AM,ASSAULT OFFENSES,Simple Assault,13B,NORTHGATE,-122.33809037,47.7123018,2020.0,12.0,3.0,19.0,0.0,"Lot L, North 115th Street, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-335482,12/04/2020 11:01:23 AM,ASSAULT OFFENSES,Intimidation,13C,CAPITOL HILL,-122.320933335,47.62369897,2020.0,12.0,2.0,16.0,0.0,"530, Broadway East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-335391,12/04/2020 08:51:48 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,LAKECITY,-122.293700887,47.72916958,2020.0,12.0,1.0,17.0,0.0,"13731, 32nd Avenue Northeast, Kenwood, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-335396,12/04/2020 08:28:42 AM,ASSAULT OFFENSES,Intimidation,13C,MILLER PARK,-122.307314927,47.62263923,2020.0,12.0,4.0,7.0,45.0,"416, 19th Avenue East, Capitol Hill, Seattle, King County, Washington, 98112, United States",98112
2020-335329,12/04/2020 07:17:52 AM,ASSAULT OFFENSES,Intimidation,13C,CAPITOL HILL,-122.321520646,47.61873646,2020.0,12.0,4.0,6.0,8.0,"101 Broadway, 840, East Denny Way, Capitol Hill, Seattle, King County, Washington, 98122, United States",98122
2020-335314,12/04/2020 06:51:43 AM,ASSAULT OFFENSES,Intimidation,13C,HILLMAN CITY,-122.277009224,47.54894544,2020.0,12.0,4.0,5.0,5.0,"4512, South Kenny Street, Brighton, Rainier Valley, Seattle, King County, Washington, 98118, United States",98118
2020-335310,12/04/2020 06:27:52 AM,LARCENY-THEFT,All Other Larceny,23H,SODO,-122.327325474,47.5923966,2020.0,12.0,4.0,4.0,52.0,"Stadium, 501, South Royal Brougham Way, International District/Chinatown, Seattle, King County, Washington, 98134, United States",98134
2020-335302,12/04/2020 05:26:11 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,JUDKINS PARK/NORTH BEACON HILL,-122.307009686,47.59925078,2020.0,12.0,4.0,4.0,14.0,"1913, South Jackson Street, Little Saigon, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-335286,12/04/2020 04:58:16 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.376607571,47.53518975,2020.0,12.0,4.0,3.0,34.0,"35th Ave SW & SW Webster St, 35th Avenue Southwest, High Point, Westwood, Seattle, King County, Washington, 98126, United States",98126
2020-335168,12/04/2020 01:24:05 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BITTERLAKE,-122.345413493,47.70803772,2020.0,12.0,3.0,23.0,53.0,"Cubix North Park, North 109th Street, Seattle, King County, Washington, 98133-9145, United States",98133-9145
2020-335168,12/04/2020 01:24:05 AM,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.345413493,47.70803772,2020.0,12.0,3.0,21.0,45.0,"Cubix North Park, North 109th Street, Seattle, King County, Washington, 98133-9145, United States",98133-9145
2020-335231,12/04/2020 01:08:34 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,QUEEN ANNE,-122.364196748,47.62489166,2020.0,12.0,3.0,6.0,58.0,"505, West Mercer Place, Uptown, Belltown, Seattle, King County, Washington, 98119, United States",98119
